-67	1234.78
1000000000	1130811507.54
0		5.87
1		45.90
-528693388	16.64
50525983	506062485.66
363848840	367487328.40
602284078	1824920756.34
17054963	34451025.26
144611987	438174320.61
362211649	1097501296.47
128124763	129406010.63
609383537	3077386861.85
724158208	1462799580.16
829645570	4189710128.50
812296740	4102098537.00
837876249	1692510022.98
70022972	282892806.88
806369320	1628866026.40
618308853	3122459707.65
151786289	306608303.78
663114533	1339491356.66
41699455	168465798.20
577683910	1166921498.20
716073486	723234220.86
690224786	1394254067.72
472323720	2385234786.00
803345049	811378499.49
766972418	1549284284.36
498063187	503043818.87
720738352	3639728677.60
241193116	974420188.64
113204890	228673877.80
953662025	1926397290.50
672086591	678807456.91
707572603	714648329.03
630469576	1910322815.28
325997554	1646287647.70
125264666	253034625.32
955301704	4824273605.20
199790795	807154811.80
190569391	769900339.64
753048425	2281736727.75
53004275	53534317.75
446740607	2256040065.35
856098828	1729319632.56
783029059	790859349.59
381843892	1542649323.68
724227858	2925880546.32
218604822	220790870.22
653216317	2638993920.68
381331774	1540580366.96
157478917	477161118.51
765388418	1546084604.36
79628638	160849848.76
910929180	3680153887.20
250046384	252546847.84
230740750	1165240787.50
981963728	991783365.28
342271132	1037081529.96
863335820	871969178.20
31569156	95654542.68
976130453	4929458787.65
257202396	1039097679.84
87735137	443062441.85
990745607	2001306126.14
224054939	905181953.56
445077553	899056657.06
419071156	1693047470.24
565790033	1714343799.99
441772596	892380643.92
514112108	1557759687.24
177430491	358409591.82
98199929	495909641.45
575602186	2325432831.44
995120811	5025360095.55
907255025	2748982725.75
682960705	689790312.05
662735645	669363001.45
100542285	406190831.40
298417329	602803004.58
157206168	317556459.36
276718120	838455903.60
715233307	1444771280.14
454823079	1378113929.37
58001433	58581447.33
388620430	1177519902.90
573310938	1158088094.76
470256140	1424876104.20
611992040	618111960.40
94170974	190225367.48
438926185	1329946340.55
174269701	880061990.05
240095168	727488359.04
663181636	669813452.36
758114083	3828476119.15
371490406	375205310.06
262035983	264656342.83
309728065	625650691.30
58831628	59419944.28
802566200	810591862.00
855178917	2591192118.51
43504698	175758979.92
1001025		4044141.00
945815775	1910547865.50
866493794	4375793659.70
274809718	555115630.36
400849754	2024291257.70
624086554	1260654839.08
416115721	420276878.21
427336511	863219752.22
399259682	2016261394.10
975114961	3939464442.44
706086617	2852589932.68
951557781	961073358.81
929210497	4692513009.85
346056280	1398067371.20
36556802	36922370.02
565574926	2284922701.04
853478558	4310066717.90
746011179	1506942581.58
327191220	660926264.40
629409475	1907110709.25
573334023	2316269452.92
393407223	1192023885.69
220242098	667333556.94
820435222	4143197871.10
21549411	43529810.22
289784531	1170729505.24
142245771	574672914.84
254997320	515094586.40
375717354	1138423582.62
56850235	114837474.70
735208671	3712803788.55
334606125	1689760931.25
424795420	1716173496.80
757482093	3825284569.65
501938474	2027831434.96
896526302	4527457825.10
251706692	1271118794.60
162960532	164590137.32
562134925	2271025097.00
477806806	1930339496.24
121072842	366850711.26
572156345	1733633725.35
124688058	251869877.16
542162263	1095167771.26
483844318	977365522.36
687727955	3473026172.75
711604386	2156161289.58
983346852	2979540961.56
786600820	794466828.20
382094823	385915771.23
30722556	62059563.12
473023992	2388771159.60
460493830	1860395073.20
797370578	2416032851.34
487822583	1970803235.32
322517029	1302968797.16
859536105	1736262932.10
764873559	3090089178.36
687899290	3473891414.50
585624783	2365924123.32
519707972	2624525258.60
948134889	1915232475.78
823775829	2496040761.87
907839763	916918160.63
681276902	1376179342.04
382548341	386373824.41
932950723	2826840690.69
199822308	605461593.24
853745455	2586848728.65
488534043	493419383.43
814319990	2467389569.70
184753558	559803280.74
681215999	2064084476.97
630037677	636338053.77
790349567	2394759188.01
832403180	4203636059.00
392719528	1586586893.12
337443056	681634973.12
758505350	3064361614.00
76452561	308868346.44
551220194	556732395.94
372169771	1503565874.84
591784592	597702437.92
725968804	733228492.04
508530561	2568079333.05
-10		4585895894.687
908815133	917903284.33
580143129	1757833680.87
839059820	847450418.20
350635406	1770708800.30
988143104	1996049070.08
