12
0	203.44264	337.4742328	253.8590729	354.3381969	258.7362535	360.5551275	540.8326913	348.010185	471.993431	402.7682433	444.722103
203.44264	0	400.3470689	226.6911874	389.0873053	97.182503	157.2329729	582.1416647	273.3536436	470.5198555	346.8109219	267.1869279
337.4742328	400.3470689	0	190.0292054	52.70460659	356.292645	497.2144384	203.44264	236.8778143	169.9673629	217.3067673	457.6509793
253.8590729	226.6911874	190.0292054	0	166.6667	167.4979635	307.3181558	356.292645	100	246.0804295	149.071273	282.8427125
354.3381969	389.0873053	52.70460659	166.6667	0	333.7498082	471.4045585	195.0783119	194.3650917	126.9295824	166.66672	417.6654988
258.7362535	97.182503	356.292645	167.4979635	333.7498082	0	142.4000312	519.0804166	186.339013	396.1622086	260.8746719	186.3389594
360.5551275	157.2329729	497.2144384	307.3181558	471.4045585	142.4000312	0	650	301.8461676	519.0804166	372.678035	166.66664
540.8326913	582.1416647	203.44264	356.292645	195.0783119	519.0804166	650	0	351.5837153	142.4000312	291.0707951	565.930887
348.010185	273.3536436	236.8778143	100	194.3650917	186.339013	301.8461676	351.5837153	0	217.3067826	74.53565888	223.6067977
471.993431	470.5198555	169.9673629	246.0804295	126.9295824	396.1622086	519.0804166	142.4000312	217.3067826	0	150.9230893	424.9183189
402.7682433	346.8109219	217.3067673	149.071273	166.66672	260.8746719	372.678035	291.0707951	74.53565888	150.9230893	0	274.8737245
444.722103	267.1869279	457.6509793	282.8427125	417.6654988	186.3389594	166.66664	565.930887	223.6067977	424.9183189	274.8737245	0
